[DEBUG] [2024-09-07 17:21:38,514]: RAW message sent: bytearray(b'$M<\x00\x01\x01')
[DEBUG] [2024-09-08 14:28:50,704]: State: 8 - byte received (at 1725769730.6943388): 101
[DEBUG] [2024-09-08 14:28:50,705]: State: 8 - byte received (at 1725769730.6943388): 51
[DEBUG] [2024-09-08 14:28:50,705]: State: 8 - byte received (at 1725769730.6943388): 100
[DEBUG] [2024-09-08 14:28:50,706]: State: 8 - byte received (at 1725769730.6943388): 51
[DEBUG] [2024-09-08 14:28:50,706]: State: 9 - byte received (at 1725769730.6943388): 36
[DEBUG] [2024-09-08 14:28:50,706]: Message received (length 26) - Code 5
[DEBUG] [2024-09-08 14:28:50,707]: RAW message sent: bytearray(b'$M<\x00\x04\x04')
[DEBUG] [2024-09-08 14:28:50,714]: State: 0 - byte received (at 1725769730.7142847): 36
[DEBUG] [2024-09-08 14:28:50,714]: State: 1 - byte received (at 1725769730.7142847): 77
[DEBUG] [2024-09-08 14:28:50,715]: State: 2 - byte received (at 1725769730.7142847): 62
[DEBUG] [2024-09-08 14:28:50,715]: State: 3 - byte received (at 1725769730.7142847): 67
[DEBUG] [2024-09-08 14:28:50,715]: State: 4 - byte received (at 1725769730.7142847): 4
[DEBUG] [2024-09-08 14:28:50,717]: State: 7 - byte received (at 1725769730.7142847): 79
[DEBUG] [2024-09-08 14:28:50,718]: State: 8 - byte received (at 1725769730.7142847): 66
[DEBUG] [2024-09-08 14:28:50,718]: State: 8 - byte received (at 1725769730.7142847): 83
[DEBUG] [2024-09-08 14:28:50,719]: State: 8 - byte received (at 1725769730.7142847): 68
[DEBUG] [2024-09-08 14:28:50,719]: State: 8 - byte received (at 1725769730.7142847): 0
[DEBUG] [2024-09-08 14:28:50,719]: State: 8 - byte received (at 1725769730.7142847): 0
[DEBUG] [2024-09-08 14:28:50,720]: State: 8 - byte received (at 1725769730.7142847): 2
[DEBUG] [2024-09-08 14:28:50,720]: State: 8 - byte received (at 1725769730.7142847): 3
[DEBUG] [2024-09-08 14:28:50,720]: State: 8 - byte received (at 1725769730.7142847): 11
[DEBUG] [2024-09-08 14:28:50,720]: State: 8 - byte received (at 1725769730.7142847): 79
[DEBUG] [2024-09-08 14:28:50,720]: State: 8 - byte received (at 1725769730.7142847): 77
[DEBUG] [2024-09-08 14:28:50,721]: State: 8 - byte received (at 1725769730.7142847): 78
[DEBUG] [2024-09-08 14:28:50,721]: State: 8 - byte received (at 1725769730.7142847): 73
[DEBUG] [2024-09-08 14:28:50,721]: State: 8 - byte received (at 1725769730.7142847): 66
[DEBUG] [2024-09-08 14:28:50,721]: State: 8 - byte received (at 1725769730.7142847): 85
[DEBUG] [2024-09-08 14:28:50,721]: State: 8 - byte received (at 1725769730.7142847): 83
[DEBUG] [2024-09-08 14:28:50,722]: State: 8 - byte received (at 1725769730.7142847): 70
[DEBUG] [2024-09-08 14:28:50,722]: State: 8 - byte received (at 1725769730.7142847): 52
[DEBUG] [2024-09-08 14:28:50,722]: State: 8 - byte received (at 1725769730.7142847): 83
[DEBUG] [2024-09-08 14:28:50,722]: State: 8 - byte received (at 1725769730.7142847): 68
[DEBUG] [2024-09-08 14:28:50,722]: State: 8 - byte received (at 1725769730.7142847): 11
[DEBUG] [2024-09-08 14:28:50,722]: State: 8 - byte received (at 1725769730.7142847): 79
[DEBUG] [2024-09-08 14:28:50,723]: State: 8 - byte received (at 1725769730.7142847): 77
[DEBUG] [2024-09-08 14:28:50,723]: State: 8 - byte received (at 1725769730.7142847): 78
[DEBUG] [2024-09-08 14:28:50,723]: State: 8 - byte received (at 1725769730.7142847): 73
[DEBUG] [2024-09-08 14:28:50,723]: State: 8 - byte received (at 1725769730.7142847): 66
[DEBUG] [2024-09-08 14:28:50,723]: State: 8 - byte received (at 1725769730.7142847): 85
[DEBUG] [2024-09-08 14:28:50,724]: State: 8 - byte received (at 1725769730.7142847): 83
[DEBUG] [2024-09-08 14:28:50,724]: State: 8 - byte received (at 1725769730.7142847): 70
[DEBUG] [2024-09-08 14:28:50,724]: State: 8 - byte received (at 1725769730.7142847): 52
[DEBUG] [2024-09-08 14:28:50,724]: State: 8 - byte received (at 1725769730.7142847): 83
[DEBUG] [2024-09-08 14:28:50,724]: State: 8 - byte received (at 1725769730.7142847): 68
[DEBUG] [2024-09-08 14:28:50,725]: State: 8 - byte received (at 1725769730.7142847): 0
[DEBUG] [2024-09-08 14:28:50,725]: State: 8 - byte received (at 1725769730.7142847): 0
[DEBUG] [2024-09-08 14:28:50,725]: State: 8 - byte received (at 1725769730.7142847): 0
[DEBUG] [2024-09-08 14:28:50,725]: State: 8 - byte received (at 1725769730.7142847): 0
[DEBUG] [2024-09-08 14:28:50,726]: State: 8 - byte received (at 1725769730.7142847): 0
[DEBUG] [2024-09-08 14:28:50,726]: State: 8 - byte received (at 1725769730.7142847): 0
[DEBUG] [2024-09-08 14:28:50,727]: State: 8 - byte received (at 1725769730.7142847): 0
[DEBUG] [2024-09-08 14:28:50,727]: State: 8 - byte received (at 1725769730.7142847): 0
[DEBUG] [2024-09-08 14:28:50,727]: State: 8 - byte received (at 1725769730.7142847): 0
[DEBUG] [2024-09-08 14:28:50,727]: State: 8 - byte received (at 1725769730.7142847): 0
[DEBUG] [2024-09-08 14:28:50,728]: State: 8 - byte received (at 1725769730.7142847): 0
[DEBUG] [2024-09-08 14:28:50,728]: State: 8 - byte received (at 1725769730.7142847): 0
[DEBUG] [2024-09-08 14:28:50,728]: State: 8 - byte received (at 1725769730.7142847): 0
[DEBUG] [2024-09-08 14:28:50,729]: State: 8 - byte received (at 1725769730.7142847): 0
[DEBUG] [2024-09-08 14:28:50,729]: State: 8 - byte received (at 1725769730.7142847): 0
[DEBUG] [2024-09-08 14:28:50,729]: State: 8 - byte received (at 1725769730.7142847): 0
[DEBUG] [2024-09-08 14:28:50,730]: State: 8 - byte received (at 1725769730.7142847): 0
[DEBUG] [2024-09-08 14:28:50,730]: State: 8 - byte received (at 1725769730.7142847): 0
[DEBUG] [2024-09-08 14:28:50,730]: State: 8 - byte received (at 1725769730.7142847): 0
[DEBUG] [2024-09-08 14:28:50,730]: State: 8 - byte received (at 1725769730.7142847): 0
[DEBUG] [2024-09-08 14:28:50,731]: State: 8 - byte received (at 1725769730.7142847): 0
[DEBUG] [2024-09-08 14:28:50,731]: State: 8 - byte received (at 1725769730.7142847): 0
[DEBUG] [2024-09-08 14:28:50,731]: State: 8 - byte received (at 1725769730.7142847): 0
[DEBUG] [2024-09-08 14:28:50,731]: State: 8 - byte received (at 1725769730.7142847): 0
[DEBUG] [2024-09-08 14:28:50,732]: State: 8 - byte received (at 1725769730.7142847): 0
[DEBUG] [2024-09-08 14:28:50,732]: State: 8 - byte received (at 1725769730.7142847): 0
[DEBUG] [2024-09-08 14:28:50,732]: State: 8 - byte received (at 1725769730.7142847): 0
[DEBUG] [2024-09-08 14:28:50,733]: State: 8 - byte received (at 1725769730.7142847): 0
[DEBUG] [2024-09-08 14:28:50,733]: State: 8 - byte received (at 1725769730.7142847): 0
[DEBUG] [2024-09-08 14:28:50,733]: State: 8 - byte received (at 1725769730.7142847): 0
[DEBUG] [2024-09-08 14:28:50,733]: State: 8 - byte received (at 1725769730.7142847): 0
[DEBUG] [2024-09-08 14:28:50,734]: State: 8 - byte received (at 1725769730.7142847): 0
[DEBUG] [2024-09-08 14:28:50,734]: State: 8 - byte received (at 1725769730.7142847): 0
[DEBUG] [2024-09-08 14:28:50,734]: State: 8 - byte received (at 1725769730.7142847): 3
[DEBUG] [2024-09-08 14:28:50,735]: State: 8 - byte received (at 1725769730.7142847): 2
[DEBUG] [2024-09-08 14:28:50,735]: State: 9 - byte received (at 1725769730.7142847): 93
[DEBUG] [2024-09-08 14:28:50,735]: Message received (length 67) - Code 4
[DEBUG] [2024-09-08 14:28:50,736]: RAW message sent: bytearray(b'$M<\x00\xa0\xa0')
[DEBUG] [2024-09-08 14:28:50,743]: State: 0 - byte received (at 1725769730.7431579): 36
[DEBUG] [2024-09-08 14:28:50,743]: State: 1 - byte received (at 1725769730.7431579): 77
[DEBUG] [2024-09-08 14:28:50,743]: State: 2 - byte received (at 1725769730.7431579): 62
[DEBUG] [2024-09-08 14:28:50,744]: State: 3 - byte received (at 1725769730.7431579): 12
[DEBUG] [2024-09-08 14:28:50,744]: State: 4 - byte received (at 1725769730.7431579): 160
[DEBUG] [2024-09-08 14:28:50,744]: State: 7 - byte received (at 1725769730.7431579): 49
[DEBUG] [2024-09-08 14:28:50,744]: State: 8 - byte received (at 1725769730.7431579): 0
[DEBUG] [2024-09-08 14:28:50,744]: State: 8 - byte received (at 1725769730.7431579): 26
[DEBUG] [2024-09-08 14:28:50,745]: State: 8 - byte received (at 1725769730.7431579): 0
[DEBUG] [2024-09-08 14:28:50,745]: State: 8 - byte received (at 1725769730.7431579): 8
[DEBUG] [2024-09-08 14:28:50,745]: State: 8 - byte received (at 1725769730.7431579): 71
[DEBUG] [2024-09-08 14:28:50,745]: State: 8 - byte received (at 1725769730.7431579): 50
[DEBUG] [2024-09-08 14:28:50,745]: State: 8 - byte received (at 1725769730.7431579): 50
[DEBUG] [2024-09-08 14:28:50,746]: State: 8 - byte received (at 1725769730.7431579): 56
[DEBUG] [2024-09-08 14:28:50,746]: State: 8 - byte received (at 1725769730.7431579): 54
[DEBUG] [2024-09-08 14:28:50,746]: State: 8 - byte received (at 1725769730.7431579): 53
[DEBUG] [2024-09-08 14:28:50,746]: State: 8 - byte received (at 1725769730.7431579): 51
[DEBUG] [2024-09-08 14:28:50,747]: State: 9 - byte received (at 1725769730.7431579): 192
[DEBUG] [2024-09-08 14:28:50,747]: Message received (length 12) - Code 160
[DEBUG] [2024-09-08 14:28:50,747]: RAW message sent: bytearray(b'$M<\x00\xf0\xf0')
[DEBUG] [2024-09-08 14:28:50,752]: State: 0 - byte received (at 1725769730.7525318): 36
[DEBUG] [2024-09-08 14:28:50,752]: State: 1 - byte received (at 1725769730.7525318): 77
[DEBUG] [2024-09-08 14:28:50,753]: State: 2 - byte received (at 1725769730.7525318): 62
[DEBUG] [2024-09-08 14:28:50,753]: State: 3 - byte received (at 1725769730.7525318): 4
[DEBUG] [2024-09-08 14:28:50,753]: State: 4 - byte received (at 1725769730.7525318): 240
[DEBUG] [2024-09-08 14:28:50,754]: State: 7 - byte received (at 1725769730.7525318): 0
[DEBUG] [2024-09-08 14:28:50,754]: State: 8 - byte received (at 1725769730.7525318): 0
[DEBUG] [2024-09-08 14:28:50,754]: State: 8 - byte received (at 1725769730.7525318): 0
[DEBUG] [2024-09-08 14:28:50,754]: State: 8 - byte received (at 1725769730.7525318): 0
[DEBUG] [2024-09-08 14:28:50,755]: State: 9 - byte received (at 1725769730.7525318): 244
[DEBUG] [2024-09-08 14:28:50,755]: Message received (length 4) - Code 240
[DEBUG] [2024-09-08 14:28:50,755]: RAW message sent: bytearray(b'$M<\x00\n\n')
[DEBUG] [2024-09-08 14:28:50,762]: State: 0 - byte received (at 1725769730.762136): 36
[DEBUG] [2024-09-08 14:28:50,762]: State: 1 - byte received (at 1725769730.762136): 77
[DEBUG] [2024-09-08 14:28:50,762]: State: 2 - byte received (at 1725769730.762136): 62
[DEBUG] [2024-09-08 14:28:50,763]: State: 3 - byte received (at 1725769730.762136): 0
[DEBUG] [2024-09-08 14:28:50,763]: State: 4 - byte received (at 1725769730.762136): 10
[DEBUG] [2024-09-08 14:28:50,763]: State: 9 - byte received (at 1725769730.762136): 10
[DEBUG] [2024-09-08 14:28:50,763]: Message received (length 0) - Code 10
[DEBUG] [2024-09-08 14:28:50,764]: RAW message sent: bytearray(b'$M<\x00ee')
[DEBUG] [2024-09-08 14:28:50,774]: State: 0 - byte received (at 1725769730.774197): 36
[DEBUG] [2024-09-08 14:28:50,774]: State: 1 - byte received (at 1725769730.774197): 77
[DEBUG] [2024-09-08 14:28:50,775]: State: 2 - byte received (at 1725769730.774197): 62
[DEBUG] [2024-09-08 14:28:50,775]: State: 3 - byte received (at 1725769730.774197): 22
[DEBUG] [2024-09-08 14:28:50,775]: State: 4 - byte received (at 1725769730.774197): 101
[DEBUG] [2024-09-08 14:28:50,776]: State: 7 - byte received (at 1725769730.774197): 127
[DEBUG] [2024-09-08 14:28:50,776]: State: 8 - byte received (at 1725769730.774197): 0
[DEBUG] [2024-09-08 14:28:50,776]: State: 8 - byte received (at 1725769730.774197): 0
[DEBUG] [2024-09-08 14:28:50,777]: State: 8 - byte received (at 1725769730.774197): 0
[DEBUG] [2024-09-08 14:28:50,777]: State: 8 - byte received (at 1725769730.774197): 35
[DEBUG] [2024-09-08 14:28:50,777]: State: 8 - byte received (at 1725769730.774197): 0
[DEBUG] [2024-09-08 14:28:50,777]: State: 8 - byte received (at 1725769730.774197): 0
[DEBUG] [2024-09-08 14:28:50,778]: State: 8 - byte received (at 1725769730.774197): 0
[DEBUG] [2024-09-08 14:28:50,778]: State: 8 - byte received (at 1725769730.774197): 0
[DEBUG] [2024-09-08 14:28:50,778]: State: 8 - byte received (at 1725769730.774197): 0
[DEBUG] [2024-09-08 14:28:50,779]: State: 8 - byte received (at 1725769730.774197): 0
[DEBUG] [2024-09-08 14:28:50,779]: State: 8 - byte received (at 1725769730.774197): 10
[DEBUG] [2024-09-08 14:28:50,779]: State: 8 - byte received (at 1725769730.774197): 0
[DEBUG] [2024-09-08 14:28:50,779]: State: 8 - byte received (at 1725769730.774197): 0
[DEBUG] [2024-09-08 14:28:50,780]: State: 8 - byte received (at 1725769730.774197): 0
[DEBUG] [2024-09-08 14:28:50,780]: State: 8 - byte received (at 1725769730.774197): 0
[DEBUG] [2024-09-08 14:28:50,780]: State: 8 - byte received (at 1725769730.774197): 24
[DEBUG] [2024-09-08 14:28:50,780]: State: 8 - byte received (at 1725769730.774197): 4
[DEBUG] [2024-09-08 14:28:50,780]: State: 8 - byte received (at 1725769730.774197): 1
[DEBUG] [2024-09-08 14:28:50,781]: State: 8 - byte received (at 1725769730.774197): 0
[DEBUG] [2024-09-08 14:28:50,781]: State: 8 - byte received (at 1725769730.774197): 0
[DEBUG] [2024-09-08 14:28:50,781]: State: 8 - byte received (at 1725769730.774197): 0
[DEBUG] [2024-09-08 14:28:50,781]: State: 9 - byte received (at 1725769730.774197): 56
[DEBUG] [2024-09-08 14:28:50,782]: Message received (length 22) - Code 101
[DEBUG] [2024-09-08 14:28:50,782]: RAW message sent: bytearray(b'$M<\x00\x96\x96')
[DEBUG] [2024-09-08 14:28:50,794]: State: 0 - byte received (at 1725769730.7942147): 36
[DEBUG] [2024-09-08 14:28:50,794]: State: 1 - byte received (at 1725769730.7942147): 77
[DEBUG] [2024-09-08 14:28:50,795]: State: 2 - byte received (at 1725769730.7942147): 62
[DEBUG] [2024-09-08 14:28:50,795]: State: 3 - byte received (at 1725769730.7942147): 22
[DEBUG] [2024-09-08 14:28:50,795]: State: 4 - byte received (at 1725769730.7942147): 150
[DEBUG] [2024-09-08 14:28:50,796]: State: 7 - byte received (at 1725769730.7942147): 128
[DEBUG] [2024-09-08 14:28:50,796]: State: 8 - byte received (at 1725769730.7942147): 0
[DEBUG] [2024-09-08 14:28:50,796]: State: 8 - byte received (at 1725769730.7942147): 0
[DEBUG] [2024-09-08 14:28:50,796]: State: 8 - byte received (at 1725769730.7942147): 0
[DEBUG] [2024-09-08 14:28:50,797]: State: 8 - byte received (at 1725769730.7942147): 35
[DEBUG] [2024-09-08 14:28:50,797]: State: 8 - byte received (at 1725769730.7942147): 0
[DEBUG] [2024-09-08 14:28:50,797]: State: 8 - byte received (at 1725769730.7942147): 0
[DEBUG] [2024-09-08 14:28:50,798]: State: 8 - byte received (at 1725769730.7942147): 0
[DEBUG] [2024-09-08 14:28:50,798]: State: 8 - byte received (at 1725769730.7942147): 0
[DEBUG] [2024-09-08 14:28:50,798]: State: 8 - byte received (at 1725769730.7942147): 0
[DEBUG] [2024-09-08 14:28:50,799]: State: 8 - byte received (at 1725769730.7942147): 0
[DEBUG] [2024-09-08 14:28:50,799]: State: 8 - byte received (at 1725769730.7942147): 10
[DEBUG] [2024-09-08 14:28:50,800]: State: 8 - byte received (at 1725769730.7942147): 0
[DEBUG] [2024-09-08 14:28:50,800]: State: 8 - byte received (at 1725769730.7942147): 3
[DEBUG] [2024-09-08 14:28:50,800]: State: 8 - byte received (at 1725769730.7942147): 0
[DEBUG] [2024-09-08 14:28:50,801]: State: 8 - byte received (at 1725769730.7942147): 0
[DEBUG] [2024-09-08 14:28:50,801]: State: 8 - byte received (at 1725769730.7942147): 24
[DEBUG] [2024-09-08 14:28:50,802]: State: 8 - byte received (at 1725769730.7942147): 4
[DEBUG] [2024-09-08 14:28:50,802]: State: 8 - byte received (at 1725769730.7942147): 1
[DEBUG] [2024-09-08 14:28:50,802]: State: 8 - byte received (at 1725769730.7942147): 0
[DEBUG] [2024-09-08 14:28:50,803]: State: 8 - byte received (at 1725769730.7942147): 0
[DEBUG] [2024-09-08 14:28:50,803]: State: 8 - byte received (at 1725769730.7942147): 0
[DEBUG] [2024-09-08 14:28:50,804]: State: 9 - byte received (at 1725769730.7942147): 55
[DEBUG] [2024-09-08 14:28:50,804]: Message received (length 22) - Code 150
[DEBUG] [2024-09-08 14:29:01,187]: RAW message sent: bytearray(b'$M<\x00\x01\x01')
[DEBUG] [2024-09-08 14:29:01,192]: State: 0 - byte received (at 1725769741.1922402): 36
[DEBUG] [2024-09-08 14:29:01,192]: State: 1 - byte received (at 1725769741.1922402): 77
[DEBUG] [2024-09-08 14:29:01,193]: State: 2 - byte received (at 1725769741.1922402): 62
[DEBUG] [2024-09-08 14:29:01,193]: State: 3 - byte received (at 1725769741.1922402): 3
[DEBUG] [2024-09-08 14:29:01,194]: State: 4 - byte received (at 1725769741.1922402): 1
[DEBUG] [2024-09-08 14:29:01,195]: State: 7 - byte received (at 1725769741.1922402): 0
[DEBUG] [2024-09-08 14:29:01,195]: State: 8 - byte received (at 1725769741.1922402): 1
[DEBUG] [2024-09-08 14:29:01,196]: State: 8 - byte received (at 1725769741.1922402): 42
[DEBUG] [2024-09-08 14:29:01,196]: State: 9 - byte received (at 1725769741.1922402): 41
[DEBUG] [2024-09-08 14:29:01,197]: Message received (length 3) - Code 1
[DEBUG] [2024-09-08 14:29:01,198]: RAW message sent: bytearray(b'$M<\x00\x02\x02')
[DEBUG] [2024-09-08 14:29:01,212]: State: 0 - byte received (at 1725769741.2123241): 36
[DEBUG] [2024-09-08 14:29:01,212]: State: 1 - byte received (at 1725769741.2123241): 77
[DEBUG] [2024-09-08 14:29:01,212]: State: 2 - byte received (at 1725769741.2123241): 62
[DEBUG] [2024-09-08 14:29:01,213]: State: 3 - byte received (at 1725769741.2123241): 4
[DEBUG] [2024-09-08 14:29:01,213]: State: 4 - byte received (at 1725769741.2123241): 2
[DEBUG] [2024-09-08 14:29:01,213]: State: 7 - byte received (at 1725769741.2123241): 66
[DEBUG] [2024-09-08 14:29:01,214]: State: 8 - byte received (at 1725769741.2123241): 84
[DEBUG] [2024-09-08 14:29:01,214]: State: 8 - byte received (at 1725769741.2123241): 70
[DEBUG] [2024-09-08 14:29:01,214]: State: 8 - byte received (at 1725769741.2123241): 76
[DEBUG] [2024-09-08 14:29:01,215]: State: 9 - byte received (at 1725769741.2123241): 26
[DEBUG] [2024-09-08 14:29:01,215]: Message received (length 4) - Code 2
[DEBUG] [2024-09-08 14:29:01,216]: RAW message sent: bytearray(b'$M<\x00\x03\x03')
[DEBUG] [2024-09-08 14:29:01,222]: State: 0 - byte received (at 1725769741.2225077): 36
[DEBUG] [2024-09-08 14:29:01,223]: State: 1 - byte received (at 1725769741.2225077): 77
[DEBUG] [2024-09-08 14:29:01,223]: State: 2 - byte received (at 1725769741.2225077): 62
[DEBUG] [2024-09-08 14:29:01,224]: State: 3 - byte received (at 1725769741.2225077): 3
[DEBUG] [2024-09-08 14:29:01,224]: State: 4 - byte received (at 1725769741.2225077): 3
[DEBUG] [2024-09-08 14:29:01,225]: State: 7 - byte received (at 1725769741.2225077): 4
[DEBUG] [2024-09-08 14:29:01,225]: State: 8 - byte received (at 1725769741.2225077): 1
[DEBUG] [2024-09-08 14:29:01,225]: State: 8 - byte received (at 1725769741.2225077): 1
[DEBUG] [2024-09-08 14:29:01,225]: State: 9 - byte received (at 1725769741.2225077): 4
[DEBUG] [2024-09-08 14:29:01,226]: Message received (length 3) - Code 3
[DEBUG] [2024-09-08 14:29:01,226]: RAW message sent: bytearray(b'$M<\x00\x05\x05')
[DEBUG] [2024-09-08 14:29:01,234]: State: 0 - byte received (at 1725769741.2343423): 36
[DEBUG] [2024-09-08 14:29:01,234]: State: 1 - byte received (at 1725769741.2343423): 77
[DEBUG] [2024-09-08 14:29:01,235]: State: 2 - byte received (at 1725769741.2343423): 62
[DEBUG] [2024-09-08 14:29:01,235]: State: 3 - byte received (at 1725769741.2343423): 26
[DEBUG] [2024-09-08 14:29:01,235]: State: 4 - byte received (at 1725769741.2343423): 5
[DEBUG] [2024-09-08 14:29:01,236]: State: 7 - byte received (at 1725769741.2343423): 78
[DEBUG] [2024-09-08 14:29:01,236]: State: 8 - byte received (at 1725769741.2343423): 111
[DEBUG] [2024-09-08 14:29:01,236]: State: 8 - byte received (at 1725769741.2343423): 118
[DEBUG] [2024-09-08 14:29:01,236]: State: 8 - byte received (at 1725769741.2343423): 32
[DEBUG] [2024-09-08 14:29:01,236]: State: 8 - byte received (at 1725769741.2343423): 49
[DEBUG] [2024-09-08 14:29:01,237]: State: 8 - byte received (at 1725769741.2343423): 53
[DEBUG] [2024-09-08 14:29:01,237]: State: 8 - byte received (at 1725769741.2343423): 32
[DEBUG] [2024-09-08 14:29:01,237]: State: 8 - byte received (at 1725769741.2343423): 50
[DEBUG] [2024-09-08 14:29:01,237]: State: 8 - byte received (at 1725769741.2343423): 48
[DEBUG] [2024-09-08 14:29:01,238]: State: 8 - byte received (at 1725769741.2343423): 49
[DEBUG] [2024-09-08 14:29:01,238]: State: 8 - byte received (at 1725769741.2343423): 57
[DEBUG] [2024-09-08 14:29:01,238]: State: 8 - byte received (at 1725769741.2343423): 49
[DEBUG] [2024-09-08 14:29:01,238]: State: 8 - byte received (at 1725769741.2343423): 50
[DEBUG] [2024-09-08 14:29:01,238]: State: 8 - byte received (at 1725769741.2343423): 58
[DEBUG] [2024-09-08 14:29:01,239]: State: 8 - byte received (at 1725769741.2343423): 52
[DEBUG] [2024-09-08 14:29:01,239]: State: 8 - byte received (at 1725769741.2343423): 50
[DEBUG] [2024-09-08 14:29:01,239]: State: 8 - byte received (at 1725769741.2343423): 58
[DEBUG] [2024-09-08 14:29:01,239]: State: 8 - byte received (at 1725769741.2343423): 51
[DEBUG] [2024-09-08 14:29:01,240]: State: 8 - byte received (at 1725769741.2343423): 52
[DEBUG] [2024-09-08 14:29:01,240]: State: 8 - byte received (at 1725769741.2343423): 49
[DEBUG] [2024-09-08 14:29:01,240]: State: 8 - byte received (at 1725769741.2343423): 101
[DEBUG] [2024-09-08 14:29:01,240]: State: 8 - byte received (at 1725769741.2343423): 53
[DEBUG] [2024-09-08 14:29:01,240]: State: 8 - byte received (at 1725769741.2343423): 101
[DEBUG] [2024-09-08 14:29:01,241]: State: 8 - byte received (at 1725769741.2343423): 51
[DEBUG] [2024-09-08 14:29:01,241]: State: 8 - byte received (at 1725769741.2343423): 100
[DEBUG] [2024-09-08 14:29:01,241]: State: 8 - byte received (at 1725769741.2343423): 51
[DEBUG] [2024-09-08 14:29:01,242]: State: 9 - byte received (at 1725769741.2343423): 36
[DEBUG] [2024-09-08 14:29:01,242]: Message received (length 26) - Code 5
[DEBUG] [2024-09-08 14:29:01,242]: RAW message sent: bytearray(b'$M<\x00\x04\x04')
[DEBUG] [2024-09-08 14:29:01,254]: State: 0 - byte received (at 1725769741.2541668): 36
[DEBUG] [2024-09-08 14:29:01,254]: State: 1 - byte received (at 1725769741.2541668): 77
[DEBUG] [2024-09-08 14:29:01,254]: State: 2 - byte received (at 1725769741.2541668): 62
[DEBUG] [2024-09-08 14:29:01,255]: State: 3 - byte received (at 1725769741.2541668): 67
[DEBUG] [2024-09-08 14:29:01,255]: State: 4 - byte received (at 1725769741.2541668): 4
[DEBUG] [2024-09-08 14:29:01,257]: State: 7 - byte received (at 1725769741.2541668): 79
[DEBUG] [2024-09-08 14:29:01,258]: State: 8 - byte received (at 1725769741.2541668): 66
[DEBUG] [2024-09-08 14:29:01,258]: State: 8 - byte received (at 1725769741.2541668): 83
[DEBUG] [2024-09-08 14:29:01,258]: State: 8 - byte received (at 1725769741.2541668): 68
[DEBUG] [2024-09-08 14:29:01,259]: State: 8 - byte received (at 1725769741.2541668): 0
[DEBUG] [2024-09-08 14:29:01,259]: State: 8 - byte received (at 1725769741.2541668): 0
[DEBUG] [2024-09-08 14:29:01,259]: State: 8 - byte received (at 1725769741.2541668): 2
[DEBUG] [2024-09-08 14:29:01,260]: State: 8 - byte received (at 1725769741.2541668): 3
[DEBUG] [2024-09-08 14:29:01,260]: State: 8 - byte received (at 1725769741.2541668): 11
[DEBUG] [2024-09-08 14:29:01,260]: State: 8 - byte received (at 1725769741.2541668): 79
[DEBUG] [2024-09-08 14:29:01,261]: State: 8 - byte received (at 1725769741.2541668): 77
[DEBUG] [2024-09-08 14:29:01,261]: State: 8 - byte received (at 1725769741.2541668): 78
[DEBUG] [2024-09-08 14:29:01,261]: State: 8 - byte received (at 1725769741.2541668): 73
[DEBUG] [2024-09-08 14:29:01,262]: State: 8 - byte received (at 1725769741.2541668): 66
[DEBUG] [2024-09-08 14:29:01,262]: State: 8 - byte received (at 1725769741.2541668): 85
[DEBUG] [2024-09-08 14:29:01,262]: State: 8 - byte received (at 1725769741.2541668): 83
[DEBUG] [2024-09-08 14:29:01,262]: State: 8 - byte received (at 1725769741.2541668): 70
[DEBUG] [2024-09-08 14:29:01,263]: State: 8 - byte received (at 1725769741.2541668): 52
[DEBUG] [2024-09-08 14:29:01,263]: State: 8 - byte received (at 1725769741.2541668): 83
[DEBUG] [2024-09-08 14:29:01,263]: State: 8 - byte received (at 1725769741.2541668): 68
[DEBUG] [2024-09-08 14:29:01,264]: State: 8 - byte received (at 1725769741.2541668): 11
[DEBUG] [2024-09-08 14:29:01,264]: State: 8 - byte received (at 1725769741.2541668): 79
[DEBUG] [2024-09-08 14:29:01,265]: State: 8 - byte received (at 1725769741.2541668): 77
[DEBUG] [2024-09-08 14:29:01,266]: State: 8 - byte received (at 1725769741.2541668): 78
[DEBUG] [2024-09-08 14:29:01,266]: State: 8 - byte received (at 1725769741.2541668): 73
[DEBUG] [2024-09-08 14:29:01,267]: State: 8 - byte received (at 1725769741.2541668): 66
[DEBUG] [2024-09-08 14:29:01,267]: State: 8 - byte received (at 1725769741.2541668): 85
[DEBUG] [2024-09-08 14:29:01,267]: State: 8 - byte received (at 1725769741.2541668): 83
[DEBUG] [2024-09-08 14:29:01,267]: State: 8 - byte received (at 1725769741.2541668): 70
[DEBUG] [2024-09-08 14:29:01,268]: State: 8 - byte received (at 1725769741.2541668): 52
[DEBUG] [2024-09-08 14:29:01,268]: State: 8 - byte received (at 1725769741.2541668): 83
[DEBUG] [2024-09-08 14:29:01,268]: State: 8 - byte received (at 1725769741.2541668): 68
[DEBUG] [2024-09-08 14:29:01,268]: State: 8 - byte received (at 1725769741.2541668): 0
[DEBUG] [2024-09-08 14:29:01,268]: State: 8 - byte received (at 1725769741.2541668): 0
[DEBUG] [2024-09-08 14:29:01,269]: State: 8 - byte received (at 1725769741.2541668): 0
[DEBUG] [2024-09-08 14:29:01,269]: State: 8 - byte received (at 1725769741.2541668): 0
[DEBUG] [2024-09-08 14:29:01,269]: State: 8 - byte received (at 1725769741.2541668): 0
